
Generated at: 2022/03/05 19:08:00
mirDIP version: 5.0.2.3.
Database version: 5.0.2.2



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p,hsa-miR-126-3p,hsa-miR-138,hsa-miR-146b-5p,hsa-miR-205-5p,hsa-miR-205-3p,hsa-miR-30a-5p,hsa-miR-30a-3p,hsa-miR-30d-5p,hsa-miR-30d-3p,hsa-miR-31-5p,hsa-miR-31-3p,hsa-miR-34c-3p,hsa-miR-34c-5p,hsa-miR-652-5p,hsa-miR-652-3p
Minimum Score   - Very High


MicroRNAs input verification: (1)
Provided Gene Symbol	Suggestion	Updated Symbol at Database
hsa-miR-138	not in database for selected minimum score or unknow microRNA	

Note: Suggested mircoRNAs may NOT be found in database.


Results (2506) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
PKIA	P61925		hsa-miR-126-5p	0.551730146456356	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
STEAP2	Q8NFT2		hsa-miR-126-5p	0.551726508650429	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
FBXL20	Q96IG2		hsa-miR-30a-3p	0.55169451008142	11	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
FAM210A	Q96ND0		hsa-miR-146b-5p	0.551616816694886	10	Very High	MBStar|MirTar2|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
PPARGC1A	Q9UBK2		hsa-miR-126-5p	0.551607221055572	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
AFF4	Q9UHB7		hsa-miR-126-5p	0.55132419876942	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
UBN2	Q6ZU65		hsa-miR-126-5p	0.55108551716343	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
DYNLL2	Q96FJ2		hsa-miR-146b-5p	0.551047084824521	10	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
DCLK1	O15075		hsa-miR-30a-3p	0.550557846456859	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
B4GALT5	O43286		hsa-miR-30a-3p	0.550417439082382	10	Very High	Cupid|MBStar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
CANX	P27824		hsa-miR-30a-3p	0.550169053383256	11	Very High	Cupid|MBStar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
TAB2	Q9NYJ8		hsa-miR-205-3p	0.550055565252869	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CDC37L1	Q7L3B6		hsa-miR-30d-3p	0.549909900654063	9	Very High	Cupid|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CUL5	Q93034		hsa-miR-30a-3p	0.549758964862982	11	Very High	Cupid|MBStar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
QKI	Q96PU8		hsa-miR-30a-3p	0.549725963959744	11	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RHOBTB3	O94955		hsa-miR-146b-5p	0.549705846133332	12	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021
SEC62	Q99442		hsa-miR-205-3p	0.549694467412021	10	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
LDLRAD2	Q5SZI1		hsa-miR-126-5p	0.549277361291128	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
KLHL32	Q96NJ5		hsa-miR-126-5p	0.549211523689978	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ARRDC3	Q96B67		hsa-miR-31-3p	0.549162004801679	9	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
SOS2	Q07890		hsa-miR-30a-3p	0.548740535982093	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
MED12L	Q86YW9		hsa-miR-30d-3p	0.548538991479417	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
GPR158	Q5T848		hsa-miR-30a-3p	0.548269728418004	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
MAT2B	Q9NZL9		hsa-miR-126-5p	0.548265904525262	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CLCN6	P51797		hsa-miR-146b-5p	0.547934020633866	12	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
NR3C1	P04150		hsa-miR-30d-3p	0.547536579978559	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
BCLAF1	Q9NYF8		hsa-miR-30d-3p	0.547305440553429	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
UBL3	O95164		hsa-miR-30a-3p	0.546919531754606	9	Very High	Cupid|MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ANKIB1	Q9P2G1		hsa-miR-205-3p	0.546909833675194	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
MAP3K2	Q9Y2U5		hsa-miR-34c-3p	0.546907793578874	8	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
CUL4B	Q13620		hsa-miR-30d-3p	0.546763585958693	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RASAL2	Q9UJF2		hsa-miR-126-5p	0.546660980462728	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
FRYL	O94915		hsa-miR-146b-5p	0.546567379552129	10	Very High	Cupid|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|mirzag|RNA22|TargetScan_v7_2
MECP2	P51608		hsa-miR-205-3p	0.546378849371266	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|RNA22
LMNB1	P20700		hsa-miR-30a-3p	0.546339953523199	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
CCDC117	Q8IWD4		hsa-miR-146b-5p	0.54616595121389	12	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag
TSC22D4	Q9Y3Q8		hsa-miR-126-5p	0.545922355176328	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6
RBMS1	P29558		hsa-miR-205-3p	0.545863953102501	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ADAM9	Q13443		hsa-miR-126-5p	0.545838842213455	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
PAG1	Q9NWQ8		hsa-miR-30a-3p	0.545470439673296	10	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CLASP2	O75122		hsa-miR-30d-3p	0.545282760640482	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
FAM169A	Q9Y6X4		hsa-miR-146b-5p	0.545213846772832	9	Very High	MBStar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|PITA_May_2021|RNA22|TargetScan_v7_2
SOS1	Q07889		hsa-miR-30a-3p	0.545139259872413	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ZNHIT6	Q9NWK9		hsa-miR-30d-3p	0.544732915693368	9	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
SESN3	P58005		hsa-miR-146b-5p	0.544308548527153	13	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|mirmap_May_2021|MiRNATIP|mirzag|RNA22
ZCCHC14	Q8WYQ9		hsa-miR-30a-3p	0.544100571373911	8	Very High	MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ITCH	Q96J02		hsa-miR-146b-5p	0.544051617969815	12	Very High	MBStar|MirTar2|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22
GFPT1	Q06210		hsa-miR-30d-3p	0.543960876349741	9	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
EP300	Q09472		hsa-miR-30a-3p	0.543952014779126	10	Very High	Cupid|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CSNK1G3	Q9Y6M4		hsa-miR-30a-3p	0.543898478630475	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
IGF1	P05019		hsa-miR-30d-3p	0.543782623322624	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
AZIN1	O14977		hsa-miR-205-3p	0.543766110801214	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
KMT2D	O14686		hsa-miR-146b-5p	0.543558962461547	11	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|RNA22|TargetScan_v7_2
TTF2	Q9UNY4		hsa-miR-126-5p	0.543298141205501	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
LPGAT1	Q92604		hsa-miR-205-3p	0.543190135685781	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
HMGA2	P52926		hsa-miR-30a-3p	0.543175296555317	10	Very High	Cupid|MBStar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
SIX4	Q9UIU6		hsa-miR-146b-5p	0.542738572758828	11	Very High	MBStar|MirTar2|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag
C5orf24	Q7Z6I8		hsa-miR-30d-3p	0.542515608626537	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22
GFPT1	Q06210		hsa-miR-30a-3p	0.542141934244614	9	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
TOPBP1	Q92547		hsa-miR-205-3p	0.541962722062985	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CDC73	Q6P1J9		hsa-miR-30d-3p	0.541949515730508	8	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
PIK3AP1	Q6ZUJ8		hsa-miR-30a-3p	0.541928899510267	11	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
CELF2	O95319		hsa-miR-205-3p	0.541623842312283	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
CCNJ	Q5T5M9		hsa-miR-146b-5p	0.541406799648603	11	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
PDLIM5	Q96HC4		hsa-miR-205-3p	0.541378914318899	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
EPAS1	Q99814		hsa-miR-30d-3p	0.541198497651261	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
TMEM182	Q6ZP80		hsa-miR-126-5p	0.540615523130053	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
CYB561D1	Q8N8Q1		hsa-miR-126-5p	0.540610972800882	7	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirzag
ZIC4	Q8N9L1		hsa-miR-30a-3p	0.540606526722621	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirzag|RNA22
GRIA4	P48058		hsa-miR-30d-3p	0.540342645103371	10	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021
GPR180	Q86V85		hsa-miR-30d-3p	0.540330514230102	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RFX7	Q2KHR2		hsa-miR-30a-3p	0.540293533678131	10	Very High	Cupid|MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
TPK1	Q9H3S4		hsa-miR-30a-3p	0.540134438335833	8	Very High	MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|RNA22
CCDC186	Q7Z3E2		hsa-miR-30a-3p	0.539917821321926	10	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ZFX	P17010		hsa-miR-30a-3p	0.539805601689331	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
MYEF2	Q9P2K5		hsa-miR-126-5p	0.539319637714014	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
KMT2A	Q03164		hsa-miR-30a-3p	0.538519929347634	11	Very High	Cupid|MBStar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
NFAT5	O94916		hsa-miR-146b-5p	0.538466767050482	11	Very High	MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22
CCSER1	Q9C0I3		hsa-miR-205-3p	0.538224040789726	9	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
NRCAM	Q92823		hsa-miR-30a-3p	0.53782258984805	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
PANK3	Q9H999		hsa-miR-30d-3p	0.537781197469875	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
MNT	Q99583		hsa-miR-205-3p	0.537127544147665	9	Very High	Cupid|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
GASK1B	Q6UWH4		hsa-miR-126-5p	0.53690239257473	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
MYT1	Q01538		hsa-miR-146b-5p	0.536890950208844	9	Very High	Cupid|MultiMiTar|bitargeting_May_2021|MirAncesTar|mirCoX|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
NXF1	Q9UBU9		hsa-miR-652-3p	0.536852068609477	7	Very High	miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
MAGI3	Q5TCQ9		hsa-miR-34c-3p	0.536089436468967	6	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|mirzag
IGF1	P05019		hsa-miR-30a-3p	0.535903863446519	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ARID4A	P29374		hsa-miR-205-3p	0.535781990460117	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ZNHIT6	Q9NWK9		hsa-miR-30a-3p	0.535662506092961	8	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
RORA	P35398		hsa-miR-126-5p	0.535247631259707	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
SOS1	Q07889		hsa-miR-30d-3p	0.53493299043689	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
KCMF1	Q9P0J7		hsa-miR-146b-5p	0.534737082859896	11	Very High	MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
EPAS1	Q99814		hsa-miR-30a-3p	0.533693327135148	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
AUTS2	Q8WXX7		hsa-miR-146b-5p	0.533389057803618	11	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag
KCNK10	P57789		hsa-miR-30a-3p	0.533369818621889	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag
CAV1	Q03135		hsa-miR-30a-3p	0.53279555098354	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CAV1	Q03135		hsa-miR-30d-3p	0.532596457417698	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
NPTX1	Q15818		hsa-miR-30a-3p	0.532431320261739	11	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CD84	Q9UIB8		hsa-miR-126-5p	0.532240326824204	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
TOP1	P11387		hsa-miR-30a-3p	0.532009949586648	8	Very High	Cupid|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
LSM14A	Q8ND56		hsa-miR-30a-3p	0.531996257828617	9	Very High	Cupid|MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
KCNS3	Q9BQ31		hsa-miR-205-3p	0.531802842584984	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
HECTD2	Q5U5R9		hsa-miR-126-5p	0.531511641897525	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
TPM3	P06753		hsa-miR-30a-3p	0.531388225411923	10	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|mirzag|RNA22
CCNT2	O60583		hsa-miR-30a-3p	0.531340180943157	8	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
OTX2	P32243		hsa-miR-30a-3p	0.531034825502365	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
CCKBR	P32239		hsa-miR-30d-3p	0.530963940152987	9	Very High	MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
FAM104A	Q969W3		hsa-miR-30d-3p	0.530710516396224	10	Very High	MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
SP3	Q02447		hsa-miR-30d-3p	0.530649635248246	10	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CCSER2	Q9H7U1		hsa-miR-30a-3p	0.530547173385107	11	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
NSD2	O96028		hsa-miR-205-3p	0.530289787469781	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ADAM10	O14672		hsa-miR-205-3p	0.530257208541808	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CNPY2	Q9Y2B0		hsa-miR-30d-3p	0.530230623446929	7	Very High	Cupid|MirTar2|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|RNA22
QKI	Q96PU8		hsa-miR-146b-5p	0.530139993790487	12	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
ELK3	P41970		hsa-miR-30d-3p	0.530116169956143	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ARID4A	P29374		hsa-miR-30a-3p	0.530108816894495	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
NOL4	O94818		hsa-miR-30a-3p	0.53004997038447	10	Very High	Cupid|MBStar|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
KMT2C	Q8NEZ4		hsa-miR-205-3p	0.529997322664288	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
TIMM8A	O60220		hsa-miR-205-3p	0.529959709889299	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
PTGER3	P43115		hsa-miR-205-3p	0.529919972125622	8	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirzag|RNA22
TIMELESS	Q9UNS1		hsa-miR-146b-5p	0.529742409959072	13	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021
PSMA4	P25789		hsa-miR-146b-5p	0.529633987442727	6	Very High	MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|TargetScan_v7_2
YTHDF3	Q7Z739		hsa-miR-30a-3p	0.529449298522234	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
INTS8	Q75QN2		hsa-miR-30a-3p	0.529322212930698	11	Very High	Cupid|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
FBXO33	Q7Z6M2		hsa-miR-30a-3p	0.529277382379743	10	Very High	Cupid|MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
HDX	Q7Z353		hsa-miR-30d-3p	0.52926143305175	8	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag
CDK17	Q00537		hsa-miR-34c-3p	0.528999436172691	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
PHOX2B	Q99453		hsa-miR-146b-5p	0.528806714332973	10	Very High	MBStar|MultiMiTar|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
IDS	P22304		hsa-miR-126-5p	0.52877119210962	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
